"county","cases","date","day","month","hour","decimal.date","date.format","date.only","stamp","new.cases"
"Cortland",4,"2020-03-27 14:19:00",27,3,14,2020.23648869156,"2020-03-27 14:19:00","2020-03-27","Mar 27",2
"Cortland",5,"2020-03-28 14:55:00",28,3,14,2020.23928923801,"2020-03-28 14:55:00","2020-03-28","Mar 28",1
"Cortland",6,"2020-03-29 15:38:00",29,3,15,2020.24210306618,"2020-03-29 15:38:00","2020-03-29","Mar 29",1
"Cortland",8,"2020-03-30 15:58:00",30,3,15,2020.2448732544,"2020-03-30 15:58:00","2020-03-30","Mar 30",2
"Cortland",8,"2020-03-31 15:28:00",31,3,15,2020.24754857316,"2020-03-31 15:28:00","2020-03-31","Mar 31",0
"Cortland",8,"2020-04-01 15:10:00",1,4,15,2020.25024666059,"2020-04-01 15:10:00","2020-04-01","Apr 01",0
"Cortland",8,"2020-04-02 16:00:00",2,4,16,2020.25307377049,"2020-04-02 16:00:00","2020-04-02","Apr 02",0
"Cortland",10,"2020-04-03 05:30:00",3,4,5,2020.25461065574,"2020-04-03 05:30:00","2020-04-03","Apr 03",2
"Cortland",10,"2020-04-04 23:59:00",4,4,23,2020.25944710079,"2020-04-04 23:59:00","2020-04-04","Apr 04",0
"Cortland",13,"2020-04-05 23:59:00",5,4,23,2020.26217934123,"2020-04-05 23:59:00","2020-04-05","Apr 05",3
"Cortland",13,"2020-04-06 23:59:00",6,4,23,2020.26491158166,"2020-04-06 23:59:00","2020-04-06","Apr 06",0
"Cortland",16,"2020-04-07 23:59:00",7,4,23,2020.2676438221,"2020-04-07 23:59:00","2020-04-07","Apr 07",3
"Delaware",0,"2020-03-02 23:59:00",2,3,23,2020.16939700971,"2020-03-02 23:59:00","2020-03-02","Mar 02",0
"Delaware",0,"2020-03-03 23:59:00",3,3,23,2020.17212925015,"2020-03-03 23:59:00","2020-03-03","Mar 03",0
"Delaware",0,"2020-03-04 18:00:00",4,3,18,2020.17418032787,"2020-03-04 18:00:00","2020-03-04","Mar 04",0
"Delaware",0,"2020-03-05 14:00:00",5,3,14,2020.1764571949,"2020-03-05 14:00:00","2020-03-05","Mar 05",0
"Delaware",0,"2020-03-06 17:30:00",6,3,17,2020.17958788707,"2020-03-06 17:30:00","2020-03-06","Mar 06",0
"Delaware",0,"2020-03-07 23:59:00",7,3,23,2020.1830582119,"2020-03-07 23:59:00","2020-03-07","Mar 07",0
"Delaware",0,"2020-03-08 11:00:00",8,3,11,2020.18419854281,"2020-03-08 11:00:00","2020-03-08","Mar 08",0
"Delaware",0,"2020-03-09 11:15:00",9,3,11,2020.18695924408,"2020-03-09 11:15:00","2020-03-09","Mar 09",0
"Delaware",0,"2020-03-10 11:15:00",10,3,11,2020.18969148452,"2020-03-10 11:15:00","2020-03-10","Mar 10",0
"Delaware",0,"2020-03-11 16:00:00",11,3,16,2020.19296448087,"2020-03-11 16:00:00","2020-03-11","Mar 11",0
"Delaware",1,"2020-03-12 16:00:00",12,3,16,2020.19569672131,"2020-03-12 16:00:00","2020-03-12","Mar 12",1
"Delaware",1,"2020-03-13 15:00:00",13,3,15,2020.1983151184,"2020-03-13 15:00:00","2020-03-13","Mar 13",0
"Delaware",1,"2020-03-14 20:00:00",14,3,20,2020.20161657559,"2020-03-14 20:00:00","2020-03-14","Mar 14",0
"Delaware",1,"2020-03-15 15:00:00",15,3,15,2020.20377959927,"2020-03-15 15:00:00","2020-03-15","Mar 15",0
"Delaware",1,"2020-03-16 23:59:00",16,3,23,2020.20753453248,"2020-03-16 23:59:00","2020-03-16","Mar 16",0
"Delaware",1,"2020-03-17 20:15:00",17,3,20,2020.20984175774,"2020-03-17 20:15:00","2020-03-17","Mar 17",0
"Delaware",1,"2020-03-18 15:00:00",18,3,15,2020.21197632058,"2020-03-18 15:00:00","2020-03-18","Mar 18",0
"Delaware",1,"2020-03-19 13:20:00",19,3,13,2020.2145188221,"2020-03-19 13:20:00","2020-03-19","Mar 19",0
"Delaware",1,"2020-03-20 15:25:00",20,3,15,2020.21748823619,"2020-03-20 15:25:00","2020-03-20","Mar 20",0
"Delaware",1,"2020-03-21 16:14:00",21,3,16,2020.22031344869,"2020-03-21 16:14:00","2020-03-21","Mar 21",0
"Delaware",3,"2020-03-22 14:15:00",22,3,14,2020.22281989982,"2020-03-22 14:15:00","2020-03-22","Mar 22",2
"Delaware",3,"2020-03-23 15:03:00",23,3,15,2020.22564321494,"2020-03-23 15:03:00","2020-03-23","Mar 23",0
"Delaware",3,"2020-03-24 14:49:00",24,3,14,2020.22834889192,"2020-03-24 14:49:00","2020-03-24","Mar 24",0
"Delaware",5,"2020-03-25 13:46:00",25,3,13,2020.23096159684,"2020-03-25 13:46:00","2020-03-25","Mar 25",2
"Delaware",7,"2020-03-26 13:49:00",26,3,13,2020.23369952945,"2020-03-26 13:49:00","2020-03-26","Mar 26",2
"Delaware",8,"2020-03-27 14:19:00",27,3,14,2020.23648869156,"2020-03-27 14:19:00","2020-03-27","Mar 27",1
"Delaware",8,"2020-03-28 14:55:00",28,3,14,2020.23928923801,"2020-03-28 14:55:00","2020-03-28","Mar 28",0
"Delaware",8,"2020-03-29 15:38:00",29,3,15,2020.24210306618,"2020-03-29 15:38:00","2020-03-29","Mar 29",0
"Delaware",11,"2020-03-30 15:58:00",30,3,15,2020.2448732544,"2020-03-30 15:58:00","2020-03-30","Mar 30",3
"Delaware",16,"2020-03-31 15:28:00",31,3,15,2020.24754857316,"2020-03-31 15:28:00","2020-03-31","Mar 31",5
"Delaware",20,"2020-04-01 15:10:00",1,4,15,2020.25024666059,"2020-04-01 15:10:00","2020-04-01","Apr 01",4
"Delaware",22,"2020-04-02 16:00:00",2,4,16,2020.25307377049,"2020-04-02 16:00:00","2020-04-02","Apr 02",2
"Delaware",24,"2020-04-03 05:30:00",3,4,5,2020.25461065574,"2020-04-03 05:30:00","2020-04-03","Apr 03",2
"Delaware",27,"2020-04-04 23:59:00",4,4,23,2020.25944710079,"2020-04-04 23:59:00","2020-04-04","Apr 04",3
"Delaware",29,"2020-04-05 23:59:00",5,4,23,2020.26217934123,"2020-04-05 23:59:00","2020-04-05","Apr 05",2
"Delaware",29,"2020-04-06 23:59:00",6,4,23,2020.26491158166,"2020-04-06 23:59:00","2020-04-06","Apr 06",0
"Delaware",36,"2020-04-07 23:59:00",7,4,23,2020.2676438221,"2020-04-07 23:59:00","2020-04-07","Apr 07",7
"Dutchess",0,"2020-03-02 23:59:00",2,3,23,2020.16939700971,"2020-03-02 23:59:00","2020-03-02","Mar 02",0
"Dutchess",0,"2020-03-03 23:59:00",3,3,23,2020.17212925015,"2020-03-03 23:59:00","2020-03-03","Mar 03",0
"Dutchess",0,"2020-03-04 18:00:00",4,3,18,2020.17418032787,"2020-03-04 18:00:00","2020-03-04","Mar 04",0
"Dutchess",0,"2020-03-05 14:00:00",5,3,14,2020.1764571949,"2020-03-05 14:00:00","2020-03-05","Mar 05",0
"Dutchess",0,"2020-03-06 17:30:00",6,3,17,2020.17958788707,"2020-03-06 17:30:00","2020-03-06","Mar 06",0
"Dutchess",0,"2020-03-07 23:59:00",7,3,23,2020.1830582119,"2020-03-07 23:59:00","2020-03-07","Mar 07",0
"Dutchess",0,"2020-03-08 11:00:00",8,3,11,2020.18419854281,"2020-03-08 11:00:00","2020-03-08","Mar 08",0
"Dutchess",0,"2020-03-09 11:15:00",9,3,11,2020.18695924408,"2020-03-09 11:15:00","2020-03-09","Mar 09",0
"Dutchess",0,"2020-03-10 11:15:00",10,3,11,2020.18969148452,"2020-03-10 11:15:00","2020-03-10","Mar 10",0
"Dutchess",0,"2020-03-11 16:00:00",11,3,16,2020.19296448087,"2020-03-11 16:00:00","2020-03-11","Mar 11",0
"Dutchess",1,"2020-03-12 16:00:00",12,3,16,2020.19569672131,"2020-03-12 16:00:00","2020-03-12","Mar 12",1
"Dutchess",3,"2020-03-13 15:00:00",13,3,15,2020.1983151184,"2020-03-13 15:00:00","2020-03-13","Mar 13",2
"Dutchess",4,"2020-03-14 20:00:00",14,3,20,2020.20161657559,"2020-03-14 20:00:00","2020-03-14","Mar 14",1
"Dutchess",7,"2020-03-15 15:00:00",15,3,15,2020.20377959927,"2020-03-15 15:00:00","2020-03-15","Mar 15",3
"Dutchess",7,"2020-03-16 23:59:00",16,3,23,2020.20753453248,"2020-03-16 23:59:00","2020-03-16","Mar 16",0
"Dutchess",16,"2020-03-17 20:15:00",17,3,20,2020.20984175774,"2020-03-17 20:15:00","2020-03-17","Mar 17",9
"Dutchess",20,"2020-03-18 15:00:00",18,3,15,2020.21197632058,"2020-03-18 15:00:00","2020-03-18","Mar 18",4
"Dutchess",31,"2020-03-19 13:20:00",19,3,13,2020.2145188221,"2020-03-19 13:20:00","2020-03-19","Mar 19",11
"Dutchess",36,"2020-03-20 15:25:00",20,3,15,2020.21748823619,"2020-03-20 15:25:00","2020-03-20","Mar 20",5
"Dutchess",49,"2020-03-21 16:14:00",21,3,16,2020.22031344869,"2020-03-21 16:14:00","2020-03-21","Mar 21",13
"Dutchess",82,"2020-03-22 14:15:00",22,3,14,2020.22281989982,"2020-03-22 14:15:00","2020-03-22","Mar 22",33
"Dutchess",100,"2020-03-23 15:03:00",23,3,15,2020.22564321494,"2020-03-23 15:03:00","2020-03-23","Mar 23",18
"Dutchess",124,"2020-03-24 14:49:00",24,3,14,2020.22834889192,"2020-03-24 14:49:00","2020-03-24","Mar 24",24
"Dutchess",153,"2020-03-25 13:46:00",25,3,13,2020.23096159684,"2020-03-25 13:46:00","2020-03-25","Mar 25",29
"Dutchess",190,"2020-03-26 13:49:00",26,3,13,2020.23369952945,"2020-03-26 13:49:00","2020-03-26","Mar 26",37
"Dutchess",225,"2020-03-27 14:19:00",27,3,14,2020.23648869156,"2020-03-27 14:19:00","2020-03-27","Mar 27",35
"Dutchess",262,"2020-03-28 14:55:00",28,3,14,2020.23928923801,"2020-03-28 14:55:00","2020-03-28","Mar 28",37
"Dutchess",320,"2020-03-29 15:38:00",29,3,15,2020.24210306618,"2020-03-29 15:38:00","2020-03-29","Mar 29",58
"Dutchess",392,"2020-03-30 15:58:00",30,3,15,2020.2448732544,"2020-03-30 15:58:00","2020-03-30","Mar 30",72
"Dutchess",484,"2020-03-31 15:28:00",31,3,15,2020.24754857316,"2020-03-31 15:28:00","2020-03-31","Mar 31",92
"Dutchess",547,"2020-04-01 15:10:00",1,4,15,2020.25024666059,"2020-04-01 15:10:00","2020-04-01","Apr 01",63
"Dutchess",667,"2020-04-02 16:00:00",2,4,16,2020.25307377049,"2020-04-02 16:00:00","2020-04-02","Apr 02",120
"Dutchess",809,"2020-04-03 05:30:00",3,4,5,2020.25461065574,"2020-04-03 05:30:00","2020-04-03","Apr 03",142
"Dutchess",1077,"2020-04-04 23:59:00",4,4,23,2020.25944710079,"2020-04-04 23:59:00","2020-04-04","Apr 04",268
"Dutchess",1189,"2020-04-05 23:59:00",5,4,23,2020.26217934123,"2020-04-05 23:59:00","2020-04-05","Apr 05",112
"Dutchess",1189,"2020-04-06 23:59:00",6,4,23,2020.26491158166,"2020-04-06 23:59:00","2020-04-06","Apr 06",0
"Dutchess",1249,"2020-04-07 23:59:00",7,4,23,2020.2676438221,"2020-04-07 23:59:00","2020-04-07","Apr 07",60
"Erie",0,"2020-03-02 23:59:00",2,3,23,2020.16939700971,"2020-03-02 23:59:00","2020-03-02","Mar 02",0
"Erie",0,"2020-03-03 23:59:00",3,3,23,2020.17212925015,"2020-03-03 23:59:00","2020-03-03","Mar 03",0
"Erie",0,"2020-03-04 18:00:00",4,3,18,2020.17418032787,"2020-03-04 18:00:00","2020-03-04","Mar 04",0
"Erie",0,"2020-03-05 14:00:00",5,3,14,2020.1764571949,"2020-03-05 14:00:00","2020-03-05","Mar 05",0
"Erie",0,"2020-03-06 17:30:00",6,3,17,2020.17958788707,"2020-03-06 17:30:00","2020-03-06","Mar 06",0
"Erie",0,"2020-03-07 23:59:00",7,3,23,2020.1830582119,"2020-03-07 23:59:00","2020-03-07","Mar 07",0
"Erie",0,"2020-03-08 11:00:00",8,3,11,2020.18419854281,"2020-03-08 11:00:00","2020-03-08","Mar 08",0
"Erie",0,"2020-03-09 11:15:00",9,3,11,2020.18695924408,"2020-03-09 11:15:00","2020-03-09","Mar 09",0
"Erie",0,"2020-03-10 11:15:00",10,3,11,2020.18969148452,"2020-03-10 11:15:00","2020-03-10","Mar 10",0
"Erie",0,"2020-03-11 16:00:00",11,3,16,2020.19296448087,"2020-03-11 16:00:00","2020-03-11","Mar 11",0
"Erie",0,"2020-03-12 16:00:00",12,3,16,2020.19569672131,"2020-03-12 16:00:00","2020-03-12","Mar 12",0
"Erie",0,"2020-03-13 15:00:00",13,3,15,2020.1983151184,"2020-03-13 15:00:00","2020-03-13","Mar 13",0
"Erie",3,"2020-03-14 20:00:00",14,3,20,2020.20161657559,"2020-03-14 20:00:00","2020-03-14","Mar 14",3
"Erie",3,"2020-03-15 15:00:00",15,3,15,2020.20377959927,"2020-03-15 15:00:00","2020-03-15","Mar 15",0
"Erie",3,"2020-03-16 23:59:00",16,3,23,2020.20753453248,"2020-03-16 23:59:00","2020-03-16","Mar 16",0
"Erie",7,"2020-03-17 20:15:00",17,3,20,2020.20984175774,"2020-03-17 20:15:00","2020-03-17","Mar 17",4
"Erie",7,"2020-03-18 15:00:00",18,3,15,2020.21197632058,"2020-03-18 15:00:00","2020-03-18","Mar 18",0
"Erie",28,"2020-03-19 13:20:00",19,3,13,2020.2145188221,"2020-03-19 13:20:00","2020-03-19","Mar 19",21
"Erie",31,"2020-03-20 15:25:00",20,3,15,2020.21748823619,"2020-03-20 15:25:00","2020-03-20","Mar 20",3
"Erie",38,"2020-03-21 16:14:00",21,3,16,2020.22031344869,"2020-03-21 16:14:00","2020-03-21","Mar 21",7
"Erie",54,"2020-03-22 14:15:00",22,3,14,2020.22281989982,"2020-03-22 14:15:00","2020-03-22","Mar 22",16
"Erie",87,"2020-03-23 15:03:00",23,3,15,2020.22564321494,"2020-03-23 15:03:00","2020-03-23","Mar 23",33
"Erie",107,"2020-03-24 14:49:00",24,3,14,2020.22834889192,"2020-03-24 14:49:00","2020-03-24","Mar 24",20
"Erie",122,"2020-03-25 13:46:00",25,3,13,2020.23096159684,"2020-03-25 13:46:00","2020-03-25","Mar 25",15
"Erie",134,"2020-03-26 13:49:00",26,3,13,2020.23369952945,"2020-03-26 13:49:00","2020-03-26","Mar 26",12
"Erie",219,"2020-03-27 14:19:00",27,3,14,2020.23648869156,"2020-03-27 14:19:00","2020-03-27","Mar 27",85
"Erie",318,"2020-03-28 14:55:00",28,3,14,2020.23928923801,"2020-03-28 14:55:00","2020-03-28","Mar 28",99
"Erie",358,"2020-03-29 15:38:00",29,3,15,2020.24210306618,"2020-03-29 15:38:00","2020-03-29","Mar 29",40
"Erie",376,"2020-03-30 15:58:00",30,3,15,2020.2448732544,"2020-03-30 15:58:00","2020-03-30","Mar 30",18
"Erie",438,"2020-03-31 15:28:00",31,3,15,2020.24754857316,"2020-03-31 15:28:00","2020-03-31","Mar 31",62
"Erie",464,"2020-04-01 15:10:00",1,4,15,2020.25024666059,"2020-04-01 15:10:00","2020-04-01","Apr 01",26
"Erie",617,"2020-04-02 16:00:00",2,4,16,2020.25307377049,"2020-04-02 16:00:00","2020-04-02","Apr 02",153
"Erie",720,"2020-04-03 05:30:00",3,4,5,2020.25461065574,"2020-04-03 05:30:00","2020-04-03","Apr 03",103
"Erie",918,"2020-04-04 23:59:00",4,4,23,2020.25944710079,"2020-04-04 23:59:00","2020-04-04","Apr 04",198
"Erie",1023,"2020-04-05 23:59:00",5,4,23,2020.26217934123,"2020-04-05 23:59:00","2020-04-05","Apr 05",105
"Erie",1023,"2020-04-06 23:59:00",6,4,23,2020.26491158166,"2020-04-06 23:59:00","2020-04-06","Apr 06",0
"Erie",1135,"2020-04-07 23:59:00",7,4,23,2020.2676438221,"2020-04-07 23:59:00","2020-04-07","Apr 07",112
"Essex",0,"2020-03-02 23:59:00",2,3,23,2020.16939700971,"2020-03-02 23:59:00","2020-03-02","Mar 02",0
"Essex",0,"2020-03-03 23:59:00",3,3,23,2020.17212925015,"2020-03-03 23:59:00","2020-03-03","Mar 03",0
"Essex",0,"2020-03-04 18:00:00",4,3,18,2020.17418032787,"2020-03-04 18:00:00","2020-03-04","Mar 04",0
"Essex",0,"2020-03-05 14:00:00",5,3,14,2020.1764571949,"2020-03-05 14:00:00","2020-03-05","Mar 05",0
"Essex",0,"2020-03-06 17:30:00",6,3,17,2020.17958788707,"2020-03-06 17:30:00","2020-03-06","Mar 06",0
"Essex",0,"2020-03-07 23:59:00",7,3,23,2020.1830582119,"2020-03-07 23:59:00","2020-03-07","Mar 07",0
"Essex",0,"2020-03-08 11:00:00",8,3,11,2020.18419854281,"2020-03-08 11:00:00","2020-03-08","Mar 08",0
"Essex",0,"2020-03-09 11:15:00",9,3,11,2020.18695924408,"2020-03-09 11:15:00","2020-03-09","Mar 09",0
"Essex",0,"2020-03-10 11:15:00",10,3,11,2020.18969148452,"2020-03-10 11:15:00","2020-03-10","Mar 10",0
"Essex",0,"2020-03-11 16:00:00",11,3,16,2020.19296448087,"2020-03-11 16:00:00","2020-03-11","Mar 11",0
"Essex",0,"2020-03-12 16:00:00",12,3,16,2020.19569672131,"2020-03-12 16:00:00","2020-03-12","Mar 12",0
"Essex",0,"2020-03-13 15:00:00",13,3,15,2020.1983151184,"2020-03-13 15:00:00","2020-03-13","Mar 13",0
"Essex",0,"2020-03-14 20:00:00",14,3,20,2020.20161657559,"2020-03-14 20:00:00","2020-03-14","Mar 14",0
"Essex",0,"2020-03-15 15:00:00",15,3,15,2020.20377959927,"2020-03-15 15:00:00","2020-03-15","Mar 15",0
"Essex",0,"2020-03-16 23:59:00",16,3,23,2020.20753453248,"2020-03-16 23:59:00","2020-03-16","Mar 16",0
"Essex",0,"2020-03-17 20:15:00",17,3,20,2020.20984175774,"2020-03-17 20:15:00","2020-03-17","Mar 17",0
"Essex",1,"2020-03-18 15:00:00",18,3,15,2020.21197632058,"2020-03-18 15:00:00","2020-03-18","Mar 18",1
"Essex",1,"2020-03-19 13:20:00",19,3,13,2020.2145188221,"2020-03-19 13:20:00","2020-03-19","Mar 19",0
"Essex",1,"2020-03-20 15:25:00",20,3,15,2020.21748823619,"2020-03-20 15:25:00","2020-03-20","Mar 20",0
"Essex",2,"2020-03-21 16:14:00",21,3,16,2020.22031344869,"2020-03-21 16:14:00","2020-03-21","Mar 21",1
"Essex",3,"2020-03-22 14:15:00",22,3,14,2020.22281989982,"2020-03-22 14:15:00","2020-03-22","Mar 22",1
"Essex",3,"2020-03-23 15:03:00",23,3,15,2020.22564321494,"2020-03-23 15:03:00","2020-03-23","Mar 23",0
"Essex",3,"2020-03-24 14:49:00",24,3,14,2020.22834889192,"2020-03-24 14:49:00","2020-03-24","Mar 24",0
"Essex",4,"2020-03-25 13:46:00",25,3,13,2020.23096159684,"2020-03-25 13:46:00","2020-03-25","Mar 25",1
"Essex",4,"2020-03-26 13:49:00",26,3,13,2020.23369952945,"2020-03-26 13:49:00","2020-03-26","Mar 26",0
"Essex",4,"2020-03-27 14:19:00",27,3,14,2020.23648869156,"2020-03-27 14:19:00","2020-03-27","Mar 27",0
"Essex",4,"2020-03-28 14:55:00",28,3,14,2020.23928923801,"2020-03-28 14:55:00","2020-03-28","Mar 28",0
"Essex",4,"2020-03-29 15:38:00",29,3,15,2020.24210306618,"2020-03-29 15:38:00","2020-03-29","Mar 29",0
"Essex",4,"2020-03-30 15:58:00",30,3,15,2020.2448732544,"2020-03-30 15:58:00","2020-03-30","Mar 30",0
"Essex",4,"2020-03-31 15:28:00",31,3,15,2020.24754857316,"2020-03-31 15:28:00","2020-03-31","Mar 31",0
"Essex",6,"2020-04-01 15:10:00",1,4,15,2020.25024666059,"2020-04-01 15:10:00","2020-04-01","Apr 01",2
"Essex",6,"2020-04-02 16:00:00",2,4,16,2020.25307377049,"2020-04-02 16:00:00","2020-04-02","Apr 02",0
"Essex",6,"2020-04-03 05:30:00",3,4,5,2020.25461065574,"2020-04-03 05:30:00","2020-04-03","Apr 03",0
"Essex",7,"2020-04-04 23:59:00",4,4,23,2020.25944710079,"2020-04-04 23:59:00","2020-04-04","Apr 04",1
"Essex",7,"2020-04-05 23:59:00",5,4,23,2020.26217934123,"2020-04-05 23:59:00","2020-04-05","Apr 05",0
"Essex",7,"2020-04-06 23:59:00",6,4,23,2020.26491158166,"2020-04-06 23:59:00","2020-04-06","Apr 06",0
"Essex",7,"2020-04-07 23:59:00",7,4,23,2020.2676438221,"2020-04-07 23:59:00","2020-04-07","Apr 07",0
"Franklin",0,"2020-03-02 23:59:00",2,3,23,2020.16939700971,"2020-03-02 23:59:00","2020-03-02","Mar 02",0
"Franklin",0,"2020-03-03 23:59:00",3,3,23,2020.17212925015,"2020-03-03 23:59:00","2020-03-03","Mar 03",0
"Franklin",0,"2020-03-04 18:00:00",4,3,18,2020.17418032787,"2020-03-04 18:00:00","2020-03-04","Mar 04",0
"Franklin",0,"2020-03-05 14:00:00",5,3,14,2020.1764571949,"2020-03-05 14:00:00","2020-03-05","Mar 05",0
"Franklin",0,"2020-03-06 17:30:00",6,3,17,2020.17958788707,"2020-03-06 17:30:00","2020-03-06","Mar 06",0
"Franklin",0,"2020-03-07 23:59:00",7,3,23,2020.1830582119,"2020-03-07 23:59:00","2020-03-07","Mar 07",0
"Franklin",0,"2020-03-08 11:00:00",8,3,11,2020.18419854281,"2020-03-08 11:00:00","2020-03-08","Mar 08",0
"Franklin",0,"2020-03-09 11:15:00",9,3,11,2020.18695924408,"2020-03-09 11:15:00","2020-03-09","Mar 09",0
"Franklin",0,"2020-03-10 11:15:00",10,3,11,2020.18969148452,"2020-03-10 11:15:00","2020-03-10","Mar 10",0
"Franklin",0,"2020-03-11 16:00:00",11,3,16,2020.19296448087,"2020-03-11 16:00:00","2020-03-11","Mar 11",0
"Franklin",0,"2020-03-12 16:00:00",12,3,16,2020.19569672131,"2020-03-12 16:00:00","2020-03-12","Mar 12",0
"Franklin",0,"2020-03-13 15:00:00",13,3,15,2020.1983151184,"2020-03-13 15:00:00","2020-03-13","Mar 13",0
"Franklin",0,"2020-03-14 20:00:00",14,3,20,2020.20161657559,"2020-03-14 20:00:00","2020-03-14","Mar 14",0
"Franklin",0,"2020-03-15 15:00:00",15,3,15,2020.20377959927,"2020-03-15 15:00:00","2020-03-15","Mar 15",0
"Franklin",0,"2020-03-16 23:59:00",16,3,23,2020.20753453248,"2020-03-16 23:59:00","2020-03-16","Mar 16",0
"Franklin",0,"2020-03-17 20:15:00",17,3,20,2020.20984175774,"2020-03-17 20:15:00","2020-03-17","Mar 17",0
"Franklin",0,"2020-03-18 15:00:00",18,3,15,2020.21197632058,"2020-03-18 15:00:00","2020-03-18","Mar 18",0
"Franklin",0,"2020-03-19 13:20:00",19,3,13,2020.2145188221,"2020-03-19 13:20:00","2020-03-19","Mar 19",0
"Franklin",0,"2020-03-20 15:25:00",20,3,15,2020.21748823619,"2020-03-20 15:25:00","2020-03-20","Mar 20",0
"Franklin",0,"2020-03-21 16:14:00",21,3,16,2020.22031344869,"2020-03-21 16:14:00","2020-03-21","Mar 21",0
"Franklin",0,"2020-03-22 14:15:00",22,3,14,2020.22281989982,"2020-03-22 14:15:00","2020-03-22","Mar 22",0
"Franklin",0,"2020-03-23 15:03:00",23,3,15,2020.22564321494,"2020-03-23 15:03:00","2020-03-23","Mar 23",0
"Franklin",0,"2020-03-24 14:49:00",24,3,14,2020.22834889192,"2020-03-24 14:49:00","2020-03-24","Mar 24",0
"Franklin",1,"2020-03-25 13:46:00",25,3,13,2020.23096159684,"2020-03-25 13:46:00","2020-03-25","Mar 25",1
"Franklin",1,"2020-03-26 13:49:00",26,3,13,2020.23369952945,"2020-03-26 13:49:00","2020-03-26","Mar 26",0
"Franklin",2,"2020-03-27 14:19:00",27,3,14,2020.23648869156,"2020-03-27 14:19:00","2020-03-27","Mar 27",1
"Franklin",4,"2020-03-28 14:55:00",28,3,14,2020.23928923801,"2020-03-28 14:55:00","2020-03-28","Mar 28",2
"Franklin",6,"2020-03-29 15:38:00",29,3,15,2020.24210306618,"2020-03-29 15:38:00","2020-03-29","Mar 29",2
"Franklin",6,"2020-03-30 15:58:00",30,3,15,2020.2448732544,"2020-03-30 15:58:00","2020-03-30","Mar 30",0
"Franklin",9,"2020-03-31 15:28:00",31,3,15,2020.24754857316,"2020-03-31 15:28:00","2020-03-31","Mar 31",3
"Franklin",9,"2020-04-01 15:10:00",1,4,15,2020.25024666059,"2020-04-01 15:10:00","2020-04-01","Apr 01",0
"Franklin",9,"2020-04-02 16:00:00",2,4,16,2020.25307377049,"2020-04-02 16:00:00","2020-04-02","Apr 02",0
"Franklin",10,"2020-04-03 05:30:00",3,4,5,2020.25461065574,"2020-04-03 05:30:00","2020-04-03","Apr 03",1
"Franklin",10,"2020-04-04 23:59:00",4,4,23,2020.25944710079,"2020-04-04 23:59:00","2020-04-04","Apr 04",0
"Franklin",10,"2020-04-05 23:59:00",5,4,23,2020.26217934123,"2020-04-05 23:59:00","2020-04-05","Apr 05",0
"Franklin",10,"2020-04-06 23:59:00",6,4,23,2020.26491158166,"2020-04-06 23:59:00","2020-04-06","Apr 06",0
"Franklin",10,"2020-04-07 23:59:00",7,4,23,2020.2676438221,"2020-04-07 23:59:00","2020-04-07","Apr 07",0
"Fulton",0,"2020-03-02 23:59:00",2,3,23,2020.16939700971,"2020-03-02 23:59:00","2020-03-02","Mar 02",0
"Fulton",0,"2020-03-03 23:59:00",3,3,23,2020.17212925015,"2020-03-03 23:59:00","2020-03-03","Mar 03",0
"Fulton",0,"2020-03-04 18:00:00",4,3,18,2020.17418032787,"2020-03-04 18:00:00","2020-03-04","Mar 04",0
"Fulton",0,"2020-03-05 14:00:00",5,3,14,2020.1764571949,"2020-03-05 14:00:00","2020-03-05","Mar 05",0
"Fulton",0,"2020-03-06 17:30:00",6,3,17,2020.17958788707,"2020-03-06 17:30:00","2020-03-06","Mar 06",0
"Fulton",0,"2020-03-07 23:59:00",7,3,23,2020.1830582119,"2020-03-07 23:59:00","2020-03-07","Mar 07",0
"Fulton",0,"2020-03-08 11:00:00",8,3,11,2020.18419854281,"2020-03-08 11:00:00","2020-03-08","Mar 08",0
"Fulton",0,"2020-03-09 11:15:00",9,3,11,2020.18695924408,"2020-03-09 11:15:00","2020-03-09","Mar 09",0
"Fulton",0,"2020-03-10 11:15:00",10,3,11,2020.18969148452,"2020-03-10 11:15:00","2020-03-10","Mar 10",0
"Fulton",0,"2020-03-11 16:00:00",11,3,16,2020.19296448087,"2020-03-11 16:00:00","2020-03-11","Mar 11",0
"Fulton",0,"2020-03-12 16:00:00",12,3,16,2020.19569672131,"2020-03-12 16:00:00","2020-03-12","Mar 12",0
"Fulton",0,"2020-03-13 15:00:00",13,3,15,2020.1983151184,"2020-03-13 15:00:00","2020-03-13","Mar 13",0
"Fulton",0,"2020-03-14 20:00:00",14,3,20,2020.20161657559,"2020-03-14 20:00:00","2020-03-14","Mar 14",0
"Fulton",0,"2020-03-15 15:00:00",15,3,15,2020.20377959927,"2020-03-15 15:00:00","2020-03-15","Mar 15",0
"Fulton",0,"2020-03-16 23:59:00",16,3,23,2020.20753453248,"2020-03-16 23:59:00","2020-03-16","Mar 16",0
"Fulton",0,"2020-03-17 20:15:00",17,3,20,2020.20984175774,"2020-03-17 20:15:00","2020-03-17","Mar 17",0
"Fulton",0,"2020-03-18 15:00:00",18,3,15,2020.21197632058,"2020-03-18 15:00:00","2020-03-18","Mar 18",0
"Fulton",1,"2020-03-19 13:20:00",19,3,13,2020.2145188221,"2020-03-19 13:20:00","2020-03-19","Mar 19",1
