"county","cases","date","day","month","hour","decimal.date","date.format","date.only","stamp","new.cases"
"Allegany",0,"2020-03-14 20:00:00",14,3,20,2020.20161657559,"2020-03-14 20:00:00","2020-03-14","Mar 14",0
"Allegany",0,"2020-03-15 15:00:00",15,3,15,2020.20377959927,"2020-03-15 15:00:00","2020-03-15","Mar 15",0
"Allegany",0,"2020-03-16 23:59:00",16,3,23,2020.20753453248,"2020-03-16 23:59:00","2020-03-16","Mar 16",0
"Allegany",2,"2020-03-17 20:15:00",17,3,20,2020.20984175774,"2020-03-17 20:15:00","2020-03-17","Mar 17",2
"Allegany",2,"2020-03-18 15:00:00",18,3,15,2020.21197632058,"2020-03-18 15:00:00","2020-03-18","Mar 18",0
"Allegany",2,"2020-03-19 13:20:00",19,3,13,2020.2145188221,"2020-03-19 13:20:00","2020-03-19","Mar 19",0
"Allegany",2,"2020-03-20 15:25:00",20,3,15,2020.21748823619,"2020-03-20 15:25:00","2020-03-20","Mar 20",0
"Allegany",2,"2020-03-21 16:14:00",21,3,16,2020.22031344869,"2020-03-21 16:14:00","2020-03-21","Mar 21",0
"Allegany",2,"2020-03-22 14:15:00",22,3,14,2020.22281989982,"2020-03-22 14:15:00","2020-03-22","Mar 22",0
"Allegany",2,"2020-03-23 15:03:00",23,3,15,2020.22564321494,"2020-03-23 15:03:00","2020-03-23","Mar 23",0
"Allegany",2,"2020-03-24 14:49:00",24,3,14,2020.22834889192,"2020-03-24 14:49:00","2020-03-24","Mar 24",0
"Allegany",2,"2020-03-25 13:46:00",25,3,13,2020.23096159684,"2020-03-25 13:46:00","2020-03-25","Mar 25",0
"Allegany",2,"2020-03-26 13:49:00",26,3,13,2020.23369952945,"2020-03-26 13:49:00","2020-03-26","Mar 26",0
"Allegany",2,"2020-03-27 14:19:00",27,3,14,2020.23648869156,"2020-03-27 14:19:00","2020-03-27","Mar 27",0
"Allegany",2,"2020-03-28 14:55:00",28,3,14,2020.23928923801,"2020-03-28 14:55:00","2020-03-28","Mar 28",0
"Allegany",6,"2020-03-29 15:38:00",29,3,15,2020.24210306618,"2020-03-29 15:38:00","2020-03-29","Mar 29",4
"Allegany",7,"2020-03-30 15:58:00",30,3,15,2020.2448732544,"2020-03-30 15:58:00","2020-03-30","Mar 30",1
"Allegany",7,"2020-03-31 15:28:00",31,3,15,2020.24754857316,"2020-03-31 15:28:00","2020-03-31","Mar 31",0
"Allegany",9,"2020-04-01 15:10:00",1,4,15,2020.25024666059,"2020-04-01 15:10:00","2020-04-01","Apr 01",2
"Allegany",12,"2020-04-02 16:00:00",2,4,16,2020.25307377049,"2020-04-02 16:00:00","2020-04-02","Apr 02",3
"Allegany",14,"2020-04-03 05:30:00",3,4,5,2020.25461065574,"2020-04-03 05:30:00","2020-04-03","Apr 03",2
"Allegany",16,"2020-04-04 23:59:00",4,4,23,2020.25944710079,"2020-04-04 23:59:00","2020-04-04","Apr 04",2
"Allegany",17,"2020-04-05 23:59:00",5,4,23,2020.26217934123,"2020-04-05 23:59:00","2020-04-05","Apr 05",1
"Allegany",17,"2020-04-06 23:59:00",6,4,23,2020.26491158166,"2020-04-06 23:59:00","2020-04-06","Apr 06",0
"Allegany",17,"2020-04-07 23:59:00",7,4,23,2020.2676438221,"2020-04-07 23:59:00","2020-04-07","Apr 07",0
"Bronx",NA,"2020-03-02 23:59:00",2,3,23,2020.16939700971,"2020-03-02 23:59:00","2020-03-02","Mar 02",NA
"Bronx",NA,"2020-03-03 23:59:00",3,3,23,2020.17212925015,"2020-03-03 23:59:00","2020-03-03","Mar 03",NA
"Bronx",NA,"2020-03-04 18:00:00",4,3,18,2020.17418032787,"2020-03-04 18:00:00","2020-03-04","Mar 04",NA
"Bronx",NA,"2020-03-05 14:00:00",5,3,14,2020.1764571949,"2020-03-05 14:00:00","2020-03-05","Mar 05",NA
"Bronx",NA,"2020-03-06 17:30:00",6,3,17,2020.17958788707,"2020-03-06 17:30:00","2020-03-06","Mar 06",NA
"Bronx",NA,"2020-03-07 23:59:00",7,3,23,2020.1830582119,"2020-03-07 23:59:00","2020-03-07","Mar 07",NA
"Bronx",NA,"2020-03-08 11:00:00",8,3,11,2020.18419854281,"2020-03-08 11:00:00","2020-03-08","Mar 08",NA
"Bronx",NA,"2020-03-09 11:15:00",9,3,11,2020.18695924408,"2020-03-09 11:15:00","2020-03-09","Mar 09",NA
"Bronx",NA,"2020-03-10 11:15:00",10,3,11,2020.18969148452,"2020-03-10 11:15:00","2020-03-10","Mar 10",NA
"Bronx",NA,"2020-03-11 16:00:00",11,3,16,2020.19296448087,"2020-03-11 16:00:00","2020-03-11","Mar 11",NA
"Bronx",NA,"2020-03-12 16:00:00",12,3,16,2020.19569672131,"2020-03-12 16:00:00","2020-03-12","Mar 12",NA
"Bronx",NA,"2020-03-13 15:00:00",13,3,15,2020.1983151184,"2020-03-13 15:00:00","2020-03-13","Mar 13",NA
"Bronx",NA,"2020-03-14 20:00:00",14,3,20,2020.20161657559,"2020-03-14 20:00:00","2020-03-14","Mar 14",NA
"Bronx",NA,"2020-03-15 15:00:00",15,3,15,2020.20377959927,"2020-03-15 15:00:00","2020-03-15","Mar 15",NA
"Bronx",NA,"2020-03-16 23:59:00",16,3,23,2020.20753453248,"2020-03-16 23:59:00","2020-03-16","Mar 16",NA
"Bronx",NA,"2020-03-17 20:15:00",17,3,20,2020.20984175774,"2020-03-17 20:15:00","2020-03-17","Mar 17",NA
"Bronx",NA,"2020-03-18 15:00:00",18,3,15,2020.21197632058,"2020-03-18 15:00:00","2020-03-18","Mar 18",NA
"Bronx",NA,"2020-03-19 13:20:00",19,3,13,2020.2145188221,"2020-03-19 13:20:00","2020-03-19","Mar 19",NA
"Bronx",NA,"2020-03-20 15:25:00",20,3,15,2020.21748823619,"2020-03-20 15:25:00","2020-03-20","Mar 20",NA
"Bronx",NA,"2020-03-21 16:14:00",21,3,16,2020.22031344869,"2020-03-21 16:14:00","2020-03-21","Mar 21",NA
"Bronx",NA,"2020-03-22 14:15:00",22,3,14,2020.22281989982,"2020-03-22 14:15:00","2020-03-22","Mar 22",NA
"Bronx",NA,"2020-03-23 15:03:00",23,3,15,2020.22564321494,"2020-03-23 15:03:00","2020-03-23","Mar 23",NA
"Bronx",NA,"2020-03-24 14:49:00",24,3,14,2020.22834889192,"2020-03-24 14:49:00","2020-03-24","Mar 24",NA
"Bronx",NA,"2020-03-25 13:46:00",25,3,13,2020.23096159684,"2020-03-25 13:46:00","2020-03-25","Mar 25",NA
"Bronx",NA,"2020-03-26 13:49:00",26,3,13,2020.23369952945,"2020-03-26 13:49:00","2020-03-26","Mar 26",NA
"Bronx",NA,"2020-03-27 14:19:00",27,3,14,2020.23648869156,"2020-03-27 14:19:00","2020-03-27","Mar 27",NA
"Bronx",NA,"2020-03-28 14:55:00",28,3,14,2020.23928923801,"2020-03-28 14:55:00","2020-03-28","Mar 28",NA
"Bronx",NA,"2020-03-29 15:38:00",29,3,15,2020.24210306618,"2020-03-29 15:38:00","2020-03-29","Mar 29",NA
"Bronx",NA,"2020-03-30 15:58:00",30,3,15,2020.2448732544,"2020-03-30 15:58:00","2020-03-30","Mar 30",NA
"Bronx",NA,"2020-03-31 15:28:00",31,3,15,2020.24754857316,"2020-03-31 15:28:00","2020-03-31","Mar 31",NA
"Bronx",NA,"2020-04-01 15:10:00",1,4,15,2020.25024666059,"2020-04-01 15:10:00","2020-04-01","Apr 01",NA
"Bronx",NA,"2020-04-02 16:00:00",2,4,16,2020.25307377049,"2020-04-02 16:00:00","2020-04-02","Apr 02",NA
"Bronx",11086,"2020-04-03 05:30:00",3,4,5,2020.25461065574,"2020-04-03 05:30:00","2020-04-03","Apr 03",NA
"Bronx",13368,"2020-04-04 23:59:00",4,4,23,2020.25944710079,"2020-04-04 23:59:00","2020-04-04","Apr 04",2282
"Bronx",14327,"2020-04-05 23:59:00",5,4,23,2020.26217934123,"2020-04-05 23:59:00","2020-04-05","Apr 05",959
"Bronx",14327,"2020-04-06 23:59:00",6,4,23,2020.26491158166,"2020-04-06 23:59:00","2020-04-06","Apr 06",0
"Bronx",15348,"2020-04-07 23:59:00",7,4,23,2020.2676438221,"2020-04-07 23:59:00","2020-04-07","Apr 07",1021
"Broome",0,"2020-03-02 23:59:00",2,3,23,2020.16939700971,"2020-03-02 23:59:00","2020-03-02","Mar 02",0
"Broome",0,"2020-03-03 23:59:00",3,3,23,2020.17212925015,"2020-03-03 23:59:00","2020-03-03","Mar 03",0
"Broome",0,"2020-03-04 18:00:00",4,3,18,2020.17418032787,"2020-03-04 18:00:00","2020-03-04","Mar 04",0
"Broome",0,"2020-03-05 14:00:00",5,3,14,2020.1764571949,"2020-03-05 14:00:00","2020-03-05","Mar 05",0
"Broome",0,"2020-03-06 17:30:00",6,3,17,2020.17958788707,"2020-03-06 17:30:00","2020-03-06","Mar 06",0
"Broome",0,"2020-03-07 23:59:00",7,3,23,2020.1830582119,"2020-03-07 23:59:00","2020-03-07","Mar 07",0
"Broome",0,"2020-03-08 11:00:00",8,3,11,2020.18419854281,"2020-03-08 11:00:00","2020-03-08","Mar 08",0
"Broome",0,"2020-03-09 11:15:00",9,3,11,2020.18695924408,"2020-03-09 11:15:00","2020-03-09","Mar 09",0
"Broome",0,"2020-03-10 11:15:00",10,3,11,2020.18969148452,"2020-03-10 11:15:00","2020-03-10","Mar 10",0
"Broome",0,"2020-03-11 16:00:00",11,3,16,2020.19296448087,"2020-03-11 16:00:00","2020-03-11","Mar 11",0
"Broome",1,"2020-03-12 16:00:00",12,3,16,2020.19569672131,"2020-03-12 16:00:00","2020-03-12","Mar 12",1
"Broome",1,"2020-03-13 15:00:00",13,3,15,2020.1983151184,"2020-03-13 15:00:00","2020-03-13","Mar 13",0
"Broome",1,"2020-03-14 20:00:00",14,3,20,2020.20161657559,"2020-03-14 20:00:00","2020-03-14","Mar 14",0
"Broome",1,"2020-03-15 15:00:00",15,3,15,2020.20377959927,"2020-03-15 15:00:00","2020-03-15","Mar 15",0
"Broome",1,"2020-03-16 23:59:00",16,3,23,2020.20753453248,"2020-03-16 23:59:00","2020-03-16","Mar 16",0
"Broome",1,"2020-03-17 20:15:00",17,3,20,2020.20984175774,"2020-03-17 20:15:00","2020-03-17","Mar 17",0
"Broome",1,"2020-03-18 15:00:00",18,3,15,2020.21197632058,"2020-03-18 15:00:00","2020-03-18","Mar 18",0
"Broome",2,"2020-03-19 13:20:00",19,3,13,2020.2145188221,"2020-03-19 13:20:00","2020-03-19","Mar 19",1
"Broome",2,"2020-03-20 15:25:00",20,3,15,2020.21748823619,"2020-03-20 15:25:00","2020-03-20","Mar 20",0
"Broome",2,"2020-03-21 16:14:00",21,3,16,2020.22031344869,"2020-03-21 16:14:00","2020-03-21","Mar 21",0
"Broome",3,"2020-03-22 14:15:00",22,3,14,2020.22281989982,"2020-03-22 14:15:00","2020-03-22","Mar 22",1
"Broome",7,"2020-03-23 15:03:00",23,3,15,2020.22564321494,"2020-03-23 15:03:00","2020-03-23","Mar 23",4
"Broome",7,"2020-03-24 14:49:00",24,3,14,2020.22834889192,"2020-03-24 14:49:00","2020-03-24","Mar 24",0
"Broome",11,"2020-03-25 13:46:00",25,3,13,2020.23096159684,"2020-03-25 13:46:00","2020-03-25","Mar 25",4
"Broome",16,"2020-03-26 13:49:00",26,3,13,2020.23369952945,"2020-03-26 13:49:00","2020-03-26","Mar 26",5
"Broome",18,"2020-03-27 14:19:00",27,3,14,2020.23648869156,"2020-03-27 14:19:00","2020-03-27","Mar 27",2
"Broome",23,"2020-03-28 14:55:00",28,3,14,2020.23928923801,"2020-03-28 14:55:00","2020-03-28","Mar 28",5
"Broome",29,"2020-03-29 15:38:00",29,3,15,2020.24210306618,"2020-03-29 15:38:00","2020-03-29","Mar 29",6
"Broome",35,"2020-03-30 15:58:00",30,3,15,2020.2448732544,"2020-03-30 15:58:00","2020-03-30","Mar 30",6
"Broome",38,"2020-03-31 15:28:00",31,3,15,2020.24754857316,"2020-03-31 15:28:00","2020-03-31","Mar 31",3
"Broome",42,"2020-04-01 15:10:00",1,4,15,2020.25024666059,"2020-04-01 15:10:00","2020-04-01","Apr 01",4
"Broome",46,"2020-04-02 16:00:00",2,4,16,2020.25307377049,"2020-04-02 16:00:00","2020-04-02","Apr 02",4
"Broome",56,"2020-04-03 05:30:00",3,4,5,2020.25461065574,"2020-04-03 05:30:00","2020-04-03","Apr 03",10
"Broome",71,"2020-04-04 23:59:00",4,4,23,2020.25944710079,"2020-04-04 23:59:00","2020-04-04","Apr 04",15
"Broome",76,"2020-04-05 23:59:00",5,4,23,2020.26217934123,"2020-04-05 23:59:00","2020-04-05","Apr 05",5
"Broome",76,"2020-04-06 23:59:00",6,4,23,2020.26491158166,"2020-04-06 23:59:00","2020-04-06","Apr 06",0
"Broome",86,"2020-04-07 23:59:00",7,4,23,2020.2676438221,"2020-04-07 23:59:00","2020-04-07","Apr 07",10
"Cattaraugus",0,"2020-03-02 23:59:00",2,3,23,2020.16939700971,"2020-03-02 23:59:00","2020-03-02","Mar 02",0
"Cattaraugus",0,"2020-03-03 23:59:00",3,3,23,2020.17212925015,"2020-03-03 23:59:00","2020-03-03","Mar 03",0
"Cattaraugus",0,"2020-03-04 18:00:00",4,3,18,2020.17418032787,"2020-03-04 18:00:00","2020-03-04","Mar 04",0
"Cattaraugus",0,"2020-03-05 14:00:00",5,3,14,2020.1764571949,"2020-03-05 14:00:00","2020-03-05","Mar 05",0
"Cattaraugus",0,"2020-03-06 17:30:00",6,3,17,2020.17958788707,"2020-03-06 17:30:00","2020-03-06","Mar 06",0
"Cattaraugus",0,"2020-03-07 23:59:00",7,3,23,2020.1830582119,"2020-03-07 23:59:00","2020-03-07","Mar 07",0
"Cattaraugus",0,"2020-03-08 11:00:00",8,3,11,2020.18419854281,"2020-03-08 11:00:00","2020-03-08","Mar 08",0
"Cattaraugus",0,"2020-03-09 11:15:00",9,3,11,2020.18695924408,"2020-03-09 11:15:00","2020-03-09","Mar 09",0
"Cattaraugus",0,"2020-03-10 11:15:00",10,3,11,2020.18969148452,"2020-03-10 11:15:00","2020-03-10","Mar 10",0
"Cattaraugus",0,"2020-03-11 16:00:00",11,3,16,2020.19296448087,"2020-03-11 16:00:00","2020-03-11","Mar 11",0
"Cattaraugus",0,"2020-03-12 16:00:00",12,3,16,2020.19569672131,"2020-03-12 16:00:00","2020-03-12","Mar 12",0
"Cattaraugus",0,"2020-03-13 15:00:00",13,3,15,2020.1983151184,"2020-03-13 15:00:00","2020-03-13","Mar 13",0
"Cattaraugus",0,"2020-03-14 20:00:00",14,3,20,2020.20161657559,"2020-03-14 20:00:00","2020-03-14","Mar 14",0
"Cattaraugus",0,"2020-03-15 15:00:00",15,3,15,2020.20377959927,"2020-03-15 15:00:00","2020-03-15","Mar 15",0
"Cattaraugus",0,"2020-03-16 23:59:00",16,3,23,2020.20753453248,"2020-03-16 23:59:00","2020-03-16","Mar 16",0
"Cattaraugus",0,"2020-03-17 20:15:00",17,3,20,2020.20984175774,"2020-03-17 20:15:00","2020-03-17","Mar 17",0
"Cattaraugus",0,"2020-03-18 15:00:00",18,3,15,2020.21197632058,"2020-03-18 15:00:00","2020-03-18","Mar 18",0
"Cattaraugus",0,"2020-03-19 13:20:00",19,3,13,2020.2145188221,"2020-03-19 13:20:00","2020-03-19","Mar 19",0
"Cattaraugus",0,"2020-03-20 15:25:00",20,3,15,2020.21748823619,"2020-03-20 15:25:00","2020-03-20","Mar 20",0
"Cattaraugus",0,"2020-03-21 16:14:00",21,3,16,2020.22031344869,"2020-03-21 16:14:00","2020-03-21","Mar 21",0
"Cattaraugus",0,"2020-03-22 14:15:00",22,3,14,2020.22281989982,"2020-03-22 14:15:00","2020-03-22","Mar 22",0
"Cattaraugus",0,"2020-03-23 15:03:00",23,3,15,2020.22564321494,"2020-03-23 15:03:00","2020-03-23","Mar 23",0
"Cattaraugus",0,"2020-03-24 14:49:00",24,3,14,2020.22834889192,"2020-03-24 14:49:00","2020-03-24","Mar 24",0
"Cattaraugus",0,"2020-03-25 13:46:00",25,3,13,2020.23096159684,"2020-03-25 13:46:00","2020-03-25","Mar 25",0
"Cattaraugus",0,"2020-03-26 13:49:00",26,3,13,2020.23369952945,"2020-03-26 13:49:00","2020-03-26","Mar 26",0
"Cattaraugus",0,"2020-03-27 14:19:00",27,3,14,2020.23648869156,"2020-03-27 14:19:00","2020-03-27","Mar 27",0
"Cattaraugus",1,"2020-03-28 14:55:00",28,3,14,2020.23928923801,"2020-03-28 14:55:00","2020-03-28","Mar 28",1
"Cattaraugus",4,"2020-03-29 15:38:00",29,3,15,2020.24210306618,"2020-03-29 15:38:00","2020-03-29","Mar 29",3
"Cattaraugus",6,"2020-03-30 15:58:00",30,3,15,2020.2448732544,"2020-03-30 15:58:00","2020-03-30","Mar 30",2
"Cattaraugus",6,"2020-03-31 15:28:00",31,3,15,2020.24754857316,"2020-03-31 15:28:00","2020-03-31","Mar 31",0
"Cattaraugus",7,"2020-04-01 15:10:00",1,4,15,2020.25024666059,"2020-04-01 15:10:00","2020-04-01","Apr 01",1
"Cattaraugus",8,"2020-04-02 16:00:00",2,4,16,2020.25307377049,"2020-04-02 16:00:00","2020-04-02","Apr 02",1
"Cattaraugus",9,"2020-04-03 05:30:00",3,4,5,2020.25461065574,"2020-04-03 05:30:00","2020-04-03","Apr 03",1
"Cattaraugus",10,"2020-04-04 23:59:00",4,4,23,2020.25944710079,"2020-04-04 23:59:00","2020-04-04","Apr 04",1
"Cattaraugus",12,"2020-04-05 23:59:00",5,4,23,2020.26217934123,"2020-04-05 23:59:00","2020-04-05","Apr 05",2
"Cattaraugus",12,"2020-04-06 23:59:00",6,4,23,2020.26491158166,"2020-04-06 23:59:00","2020-04-06","Apr 06",0
"Cattaraugus",13,"2020-04-07 23:59:00",7,4,23,2020.2676438221,"2020-04-07 23:59:00","2020-04-07","Apr 07",1
"Cayuga",0,"2020-03-02 23:59:00",2,3,23,2020.16939700971,"2020-03-02 23:59:00","2020-03-02","Mar 02",0
"Cayuga",0,"2020-03-03 23:59:00",3,3,23,2020.17212925015,"2020-03-03 23:59:00","2020-03-03","Mar 03",0
"Cayuga",0,"2020-03-04 18:00:00",4,3,18,2020.17418032787,"2020-03-04 18:00:00","2020-03-04","Mar 04",0
"Cayuga",0,"2020-03-05 14:00:00",5,3,14,2020.1764571949,"2020-03-05 14:00:00","2020-03-05","Mar 05",0
"Cayuga",0,"2020-03-06 17:30:00",6,3,17,2020.17958788707,"2020-03-06 17:30:00","2020-03-06","Mar 06",0
"Cayuga",0,"2020-03-07 23:59:00",7,3,23,2020.1830582119,"2020-03-07 23:59:00","2020-03-07","Mar 07",0
"Cayuga",0,"2020-03-08 11:00:00",8,3,11,2020.18419854281,"2020-03-08 11:00:00","2020-03-08","Mar 08",0
"Cayuga",0,"2020-03-09 11:15:00",9,3,11,2020.18695924408,"2020-03-09 11:15:00","2020-03-09","Mar 09",0
"Cayuga",0,"2020-03-10 11:15:00",10,3,11,2020.18969148452,"2020-03-10 11:15:00","2020-03-10","Mar 10",0
"Cayuga",0,"2020-03-11 16:00:00",11,3,16,2020.19296448087,"2020-03-11 16:00:00","2020-03-11","Mar 11",0
"Cayuga",0,"2020-03-12 16:00:00",12,3,16,2020.19569672131,"2020-03-12 16:00:00","2020-03-12","Mar 12",0
"Cayuga",0,"2020-03-13 15:00:00",13,3,15,2020.1983151184,"2020-03-13 15:00:00","2020-03-13","Mar 13",0
"Cayuga",0,"2020-03-14 20:00:00",14,3,20,2020.20161657559,"2020-03-14 20:00:00","2020-03-14","Mar 14",0
"Cayuga",0,"2020-03-15 15:00:00",15,3,15,2020.20377959927,"2020-03-15 15:00:00","2020-03-15","Mar 15",0
"Cayuga",0,"2020-03-16 23:59:00",16,3,23,2020.20753453248,"2020-03-16 23:59:00","2020-03-16","Mar 16",0
"Cayuga",0,"2020-03-17 20:15:00",17,3,20,2020.20984175774,"2020-03-17 20:15:00","2020-03-17","Mar 17",0
"Cayuga",0,"2020-03-18 15:00:00",18,3,15,2020.21197632058,"2020-03-18 15:00:00","2020-03-18","Mar 18",0
"Cayuga",0,"2020-03-19 13:20:00",19,3,13,2020.2145188221,"2020-03-19 13:20:00","2020-03-19","Mar 19",0
"Cayuga",0,"2020-03-20 15:25:00",20,3,15,2020.21748823619,"2020-03-20 15:25:00","2020-03-20","Mar 20",0
"Cayuga",0,"2020-03-21 16:14:00",21,3,16,2020.22031344869,"2020-03-21 16:14:00","2020-03-21","Mar 21",0
"Cayuga",0,"2020-03-22 14:15:00",22,3,14,2020.22281989982,"2020-03-22 14:15:00","2020-03-22","Mar 22",0
"Cayuga",2,"2020-03-23 15:03:00",23,3,15,2020.22564321494,"2020-03-23 15:03:00","2020-03-23","Mar 23",2
"Cayuga",2,"2020-03-24 14:49:00",24,3,14,2020.22834889192,"2020-03-24 14:49:00","2020-03-24","Mar 24",0
"Cayuga",2,"2020-03-25 13:46:00",25,3,13,2020.23096159684,"2020-03-25 13:46:00","2020-03-25","Mar 25",0
"Cayuga",2,"2020-03-26 13:49:00",26,3,13,2020.23369952945,"2020-03-26 13:49:00","2020-03-26","Mar 26",0
"Cayuga",2,"2020-03-27 14:19:00",27,3,14,2020.23648869156,"2020-03-27 14:19:00","2020-03-27","Mar 27",0
"Cayuga",2,"2020-03-28 14:55:00",28,3,14,2020.23928923801,"2020-03-28 14:55:00","2020-03-28","Mar 28",0
